file,Layer,Module
chainer/training/updaters/standard_updater.py,L0,M0
chainer/training/_updater.py,L0,M0
chainer/training/updaters/multiprocess_parallel_updater.py,L0,M0
chainer/training/updaters/parallel_updater.py,L0,M0
chainer/training/updaters/__init__.py,L0,M0
chainer/training/updater.py,L0,M0
chainer/training/trainer.py,L0,M0
chainer/training/__init__.py,L0,M0
chainer/training/extensions/computational_graph.py,L0,M0
chainer/computational_graph.py,L0,M0
chainer/training/extensions/micro_average.py,L0,M0
chainer/training/extensions/variable_statistics_plot.py,L0,M0
chainer/training/extensions/parameter_statistics.py,L0,M0
chainer/training/extensions/plot_report.py,L0,M0
chainer/training/extensions/progress_bar.py,L0,M0
chainer/training/extensions/__init__.py,L0,M0
chainer/datasets/tuple_dataset.py,L0,M0
chainer/datasets/_mnist_helper.py,L0,M0
chainer/datasets/pickle_dataset.py,L0,M0
chainer/datasets/text_dataset.py,L0,M0
chainer/datasets/ptb.py,L0,M0
chainer/datasets/dict_dataset.py,L0,M0
chainer/datasets/concatenated_dataset.py,L0,M0
chainer/datasets/sub_dataset.py,L0,M0
chainer/datasets/image_dataset.py,L0,M0
chainer/datasets/transform_dataset.py,L0,M0
chainer/datasets/cifar.py,L0,M0
chainer/datasets/svhn.py,L0,M0
chainer/datasets/mnist.py,L0,M0
chainer/datasets/kuzushiji_mnist.py,L0,M0
chainer/datasets/fashion_mnist.py,L0,M0
chainer/datasets/__init__.py,L0,M0
chainer/_version.py,L0,M0
chainer/_environment_check.py,L0,M0
chainer/distribution.py,L0,M0
chainer/functions/math/__init__.py,L0,M0
chainer/utils/cache.py,L0,M0
chainer/functions/array/where.py,L0,M0
chainer/functions/math/polygamma.py,L0,M0
chainer/functions/math/digamma.py,L0,M0
chainer/functions/math/lgamma.py,L0,M0
chainer/functions/activation/__init__.py,L0,M0
chainer/functions/math/logarithm_1p.py,L0,M0
chainer/distributions/one_hot_categorical.py,L0,M0
chainer/distributions/log_normal.py,L0,M0
chainer/distributions/laplace.py,L0,M0
chainer/distributions/geometric.py,L0,M0
chainer/functions/array/stack.py,L0,M0
chainer/functions/array/separate.py,L0,M0
chainer/functions/array/squeeze.py,L0,M0
chainer/functions/array/diagonal.py,L0,M0
chainer/functions/array/swapaxes.py,L0,M0
chainer/distributions/multivariate_normal.py,L0,M0
chainer/functions/math/prod.py,L0,M0
chainer/functions/array/repeat.py,L0,M0
chainer/distributions/independent.py,L0,M0
chainer/functions/math/erfcx.py,L0,M0
chainer/functions/math/log_ndtr.py,L0,M0
chainer/functions/math/ndtr.py,L0,M0
chainer/functions/math/ndtri.py,L0,M0
chainer/distributions/normal.py,L0,M0
chainer/functions/activation/sigmoid.py,L0,M0
chainer/distributions/utils.py,L0,M0
chainer/distributions/bernoulli.py,L0,M0
chainer/functions/math/sqrt.py,L0,M0
chainer/functions/math/clip.py,L0,M0
chainer/distributions/uniform.py,L0,M0
chainer/distributions/categorical.py,L0,M0
chainer/functions/activation/log_softmax.py,L0,M0
chainer/functions/math/square.py,L0,M0
chainer/functions/math/trigonometric.py,L0,M0
chainer/distributions/cauchy.py,L0,M0
chainer/distributions/exponential.py,L0,M0
chainer/functions/math/exponential_m1.py,L0,M0
chainer/distributions/pareto.py,L0,M0
chainer/distributions/chisquare.py,L0,M0
chainer/distributions/poisson.py,L0,M0
chainer/distributions/gumbel.py,L0,M0
chainer/distributions/dirichlet.py,L0,M0
chainer/distributions/gamma.py,L0,M0
chainer/distributions/beta.py,L0,M0
chainer/distributions/__init__.py,L0,M0
chainer/optimizer_hooks/gradient_hard_clipping.py,L0,M0
chainer/optimizer_hooks/gradient_lars.py,L0,M0
chainer/optimizer_hooks/lasso.py,L0,M0
chainer/optimizer_hooks/gradient_noise.py,L0,M0
chainer/optimizer_hooks/gradient_clipping.py,L0,M0
chainer/optimizer_hooks/weight_decay.py,L0,M0
chainer/optimizer_hooks/__init__.py,L0,M0
chainer/optimizer.py,L0,M0
chainer/optimizers/nesterov_ag.py,L0,M0
chainer/optimizers/rmsprop.py,L0,M0
chainer/optimizers/rmsprop_graves.py,L0,M0
chainer/optimizers/msvag.py,L0,M0
chainer/optimizers/ada_grad.py,L0,M0
chainer/optimizers/ada_delta.py,L0,M0
chainer/optimizers/momentum_sgd.py,L0,M0
chainer/optimizers/corrected_momentum_sgd.py,L0,M0
chainer/optimizers/sgd.py,L0,M0
chainer/optimizers/smorms3.py,L0,M0
chainer/optimizers/adam.py,L0,M0
chainer/optimizers/__init__.py,L0,M0
chainer/function_hooks/timer.py,L0,M0
chainer/function_hooks/cuda_profile.py,L0,M0
chainer/function_hooks/cupy_memory_profile.py,L0,M0
chainer/function_hooks/debug_print.py,L0,M0
chainer/function_hooks/__init__.py,L0,M0
chainer/utils/walker_alias.py,L0,M0
chainer/_runtime_info.py,L0,M0
chainer/__init__.py,L0,M0
chainer/functions/connection/__init__.py,L0,M0
chainer/functions/rnn/__init__.py,L0,M0
chainer/links/connection/__init__.py,L0,M0
chainer/functions/noise/__init__.py,L0,M0
chainer/functions/normalization/__init__.py,L0,M0
chainer/functions/loss/__init__.py,L0,M0
chainer/functions/array/concat.py,L0,M0
chainer/functions/array/split_axis.py,L0,M0
chainer/utils/conv_nd.py,L0,M0
chainer/utils/conv_nd_kernel.py,L0,M0
chainer/functions/loss/softmax_cross_entropy.py,L0,M0
chainer/functions/rnn/lstm.py,L0,M0
chainer/memory_layouts.py,L0,M0
chainer/functions/activation/tanh.py,L0,M0
chainer/functions/math/linear_interpolate.py,L0,M0
chainer/functions/connection/linear.py,L0,M0
chainer/functions/noise/dropout.py,L0,M0
chainer/functions/activation/relu.py,L0,M0
chainer/functions/connection/embed_id.py,L0,M0
chainer/functions/math/logsumexp.py,L0,M0
chainer/functions/math/minmax.py,L0,M0
chainer/functions/pooling/pooling_nd_kernel.py,L0,M0
chainer/functions/pooling/pooling_nd.py,L0,M0
chainer/functions/pooling/pooling_2d.py,L0,M0
chainer/functions/pooling/__init__.py,L0,M0
chainer/functions/pooling/average_pooling_nd_kernel.py,L0,M0
chainer/functions/pooling/average_pooling_nd.py,L0,M0
chainer/functions/pooling/average_pooling_2d.py,L0,M0
chainer/functions/pooling/max_pooling_nd_kernel.py,L0,M0
chainer/functions/pooling/max_pooling_nd.py,L0,M0
chainer/links/normalization/__init__.py,L0,M0
chainer/functions/rnn/n_step_rnn.py,L0,M0
chainer/functions/array/permutate.py,L0,M0
chainer/functions/array/transpose_sequence.py,L0,M0
chainer/links/rnn/n_step_rnn.py,L0,M0
chainer/links/normalization/batch_normalization.py,L0,M0
chainer/functions/normalization/batch_normalization.py,L0,M0
chainer/functions/connection/convolution_2d.py,L0,M0
chainer/functions/connection/deconvolution_2d.py,L0,M0
chainer/links/connection/linear.py,L0,M0
chainer/functions/connection/convolution_nd.py,L0,M0
chainer/functions/connection/deconvolution_nd.py,L0,M0
chainer/links/connection/convolution_2d.py,L0,M0
chainer/links/caffe/protobuf3/caffe_pb2.py,L0,M0
chainer/links/connection/bias.py,L0,M0
chainer/functions/math/bias.py,L0,M0
chainer/functions/math/scale.py,L0,M0
chainer/links/connection/scale.py,L0,M0
chainer/functions/activation/leaky_relu.py,L0,M0
chainer/links/caffe/__init__.py,L0,M0
chainer/links/caffe/protobuf3/__init__.py,L0,M0
chainer/functions/activation/softmax.py,L0,M0
chainer/functions/math/maximum.py,L0,M0
chainer/functions/normalization/local_response_normalization.py,L0,M0
chainer/links/connection/deconvolution_2d.py,L0,M0
chainer/links/caffe/caffe_function.py,L0,M0
chainer/utils/imgproc.py,L0,M0
chainer/links/activation/__init__.py,L0,M0
chainer/links/model/__init__.py,L0,M0
chainer/functions/theano/theano_function.py,L0,M0
chainer/functions/theano/__init__.py,L0,M0
chainer/links/theano/theano_function.py,L0,M0
chainer/links/connection/depthwise_convolution_2d.py,L0,M0
chainer/functions/connection/depthwise_convolution_2d.py,L0,M0
chainer/links/rnn/__init__.py,L0,M0
chainer/links/loss/__init__.py,L0,M0
chainer/functions/loss/crf1d.py,L0,M0
chainer/functions/array/select_item.py,L0,M0
chainer/links/loss/crf1d.py,L0,M0
chainer/functions/evaluation/accuracy.py,L0,M0
chainer/functions/evaluation/__init__.py,L0,M0
chainer/links/model/classifier.py,L0,M0
chainer/links/model/vision/__init__.py,L0,M0
chainer/functions/array/scatter_add.py,L0,M0
chainer/functions/array/flatten.py,L0,M0
chainer/utils/precision.py,L0,M0
chainer/links/loss/negative_sampling.py,L0,M0
chainer/functions/loss/negative_sampling.py,L0,M0
chainer/links/theano/__init__.py,L0,M0
chainer/functions/normalization/group_normalization.py,L0,M0
chainer/links/normalization/group_normalization.py,L0,M0
chainer/links/connection/deformable_convolution_2d.py,L0,M0
chainer/functions/array/pad.py,L0,M0
chainer/functions/array/spatial_transformer_sampler.py,L0,M0
chainer/functions/connection/deformable_convolution_2d_sampler.py,L0,M0
chainer/links/normalization/batch_renormalization.py,L0,M0
chainer/functions/normalization/batch_renormalization.py,L0,M0
chainer/links/connection/dilated_convolution_2d.py,L0,M0
chainer/functions/connection/dilated_convolution_2d.py,L0,M0
chainer/functions/noise/zoneout.py,L0,M0
chainer/links/rnn/zoneoutlstm.py,L0,M0
chainer/links/connection/local_convolution_2d.py,L0,M0
chainer/functions/connection/local_convolution_2d.py,L0,M0
chainer/links/connection/inception.py,L0,M0
chainer/links/model/vision/googlenet.py,L0,M0
chainer/links/normalization/decorrelated_batch_normalization.py,L0,M0
chainer/functions/normalization/decorrelated_batch_normalization.py,L0,M0
chainer/functions/loss/black_out.py,L0,M0
chainer/links/loss/black_out.py,L0,M0
chainer/functions/connection/bilinear.py,L0,M0
chainer/links/connection/bilinear.py,L0,M0
chainer/functions/rnn/tree_lstm.py,L0,M0
chainer/links/rnn/tree_lstm.py,L0,M0
chainer/functions/noise/simplified_dropconnect.py,L0,M0
chainer/links/activation/simplified_dropconnect.py,L0,M0
chainer/functions/rnn/n_step_gru.py,L0,M0
chainer/links/rnn/n_step_gru.py,L0,M0
chainer/links/activation/swish.py,L0,M0
chainer/functions/activation/swish.py,L0,M0
chainer/links/activation/prelu.py,L0,M0
chainer/functions/activation/prelu.py,L0,M0
chainer/links/normalization/layer_normalization.py,L0,M0
chainer/functions/normalization/layer_normalization.py,L0,M0
chainer/links/rnn/n_step_lstm.py,L0,M0
chainer/functions/rnn/n_step_lstm.py,L0,M0
chainer/links/activation/maxout.py,L0,M0
chainer/functions/activation/maxout.py,L0,M0
chainer/links/rnn/peephole.py,L0,M0
chainer/links/connection/mlp_convolution_2d.py,L0,M0
chainer/links/loss/hierarchical_softmax.py,L0,M0
chainer/links/connection/parameter.py,L0,M0
chainer/links/rnn/mgu.py,L0,M0
chainer/links/connection/highway.py,L0,M0
chainer/links/rnn/lstm.py,L0,M0
chainer/links/connection/deconvolution_nd.py,L0,M0
chainer/links/connection/convolution_nd.py,L0,M0
chainer/links/model/vision/resnet.py,L0,M0
chainer/links/rnn/gru.py,L0,M0
chainer/links/connection/inceptionbn.py,L0,M0
chainer/links/model/vision/vgg.py,L0,M0
chainer/links/connection/embed_id.py,L0,M0
chainer/links/__init__.py,L0,M0
chainer/functions/array/flip.py,L0,M0
chainer/functions/pooling/roi_pooling_2d.py,L0,M0
chainer/functions/util/__init__.py,L0,M0
chainer/functions/array/space2depth.py,L0,M0
chainer/functions/array/depth2space.py,L0,M0
chainer/functions/pooling/roi_max_align_2d.py,L0,M0
chainer/functions/pooling/roi_average_align_2d.py,L0,M0
chainer/functions/loss/vae.py,L0,M0
chainer/functions/activation/softplus.py,L0,M0
chainer/functions/math/fix.py,L0,M0
chainer/functions/math/fmod.py,L0,M0
chainer/functions/activation/elu.py,L0,M0
chainer/functions/activation/selu.py,L0,M0
chainer/functions/math/inv.py,L0,M0
chainer/functions/math/det.py,L0,M0
chainer/functions/pooling/unpooling_2d.py,L0,M0
chainer/functions/loss/sigmoid_cross_entropy.py,L0,M0
chainer/functions/loss/discriminative_loss.py,L0,M0
chainer/functions/math/einsum.py,L0,M0
chainer/functions/array/moveaxis.py,L0,M0
chainer/functions/math/hyperbolic.py,L0,M0
chainer/functions/math/arctanh.py,L0,M0
chainer/functions/loss/absolute_error.py,L0,M0
chainer/functions/math/fft.py,L0,M0
chainer/functions/array/fliplr.py,L0,M0
chainer/functions/array/flipud.py,L0,M0
chainer/functions/math/erfinv.py,L0,M0
chainer/functions/math/erfcinv.py,L0,M0
chainer/functions/util/forget.py,L0,M0
chainer/functions/normalization/l2_normalization.py,L0,M0
chainer/functions/noise/gumbel_softmax.py,L0,M0
chainer/functions/loss/squared_error.py,L0,M0
chainer/functions/math/cholesky.py,L0,M0
chainer/functions/array/im2col.py,L0,M0
chainer/functions/loss/contrastive.py,L0,M0
chainer/functions/loss/huber_loss.py,L0,M0
chainer/functions/activation/rrelu.py,L0,M0
chainer/functions/noise/gaussian.py,L0,M0
chainer/functions/math/minimum.py,L0,M0
chainer/functions/array/dstack.py,L0,M0
chainer/functions/array/vstack.py,L0,M0
chainer/functions/activation/crelu.py,L0,M0
chainer/functions/array/hstack.py,L0,M0
chainer/functions/array/as_strided.py,L0,M0
chainer/functions/array/resize_images.py,L0,M0
chainer/functions/pooling/upsampling_2d.py,L0,M0
chainer/functions/math/erfc.py,L0,M0
chainer/functions/math/erf.py,L0,M0
chainer/functions/activation/hard_sigmoid.py,L0,M0
chainer/functions/activation/clipped_relu.py,L0,M0
chainer/functions/math/zeta.py,L0,M0
chainer/functions/connection/shift.py,L0,M0
chainer/functions/evaluation/r2_score.py,L0,M0
chainer/functions/evaluation/binary_accuracy.py,L0,M0
chainer/functions/loss/decov.py,L0,M0
chainer/functions/array/tile.py,L0,M0
chainer/functions/math/batch_l2_norm_squared.py,L0,M0
chainer/functions/array/spatial_transformer_grid.py,L0,M0
chainer/functions/array/get_item.py,L0,M0
chainer/functions/loss/hinge.py,L0,M0
chainer/functions/array/pad_sequence.py,L0,M0
chainer/functions/math/sparse_matmul.py,L0,M0
chainer/functions/loss/ctc.py,L0,M0
chainer/functions/loss/mean_squared_error.py,L0,M0
chainer/functions/rnn/slstm.py,L0,M0
chainer/functions/pooling/unpooling_nd.py,L0,M0
chainer/functions/math/ceil.py,L0,M0
chainer/functions/math/sign.py,L0,M0
chainer/functions/pooling/spatial_pyramid_pooling_2d.py,L0,M0
chainer/functions/loss/cross_covariance.py,L0,M0
chainer/functions/loss/mean_absolute_error.py,L0,M0
chainer/functions/loss/triplet.py,L0,M0
chainer/functions/evaluation/classification_summary.py,L0,M0
chainer/functions/pooling/roi_max_pooling_2d.py,L0,M0
chainer/functions/pooling/roi_average_pooling_2d.py,L0,M0
chainer/functions/math/cumprod.py,L0,M0
chainer/functions/math/cumsum.py,L0,M0
chainer/functions/__init__.py,L0,M0
chainer/testing/_bundle.py,L1,M0
chainer/testing/array.py,L1,M0
chainer/testing/attr.py,L1,M0
chainer/gradient_check.py,L1,M0
chainer/testing/training.py,L1,M0
chainer/testing/_distribution_test.py,L1,M0
chainer/testing/distribution_test.py,L1,M0
chainer/testing/unary_math_function_test.py,L1,M0
chainer/testing/parameterized.py,L1,M0
chainer/testing/serializer.py,L1,M0
chainer/testing/matrix.py,L1,M0
chainer/testing/helper.py,L1,M0
chainer/testing/random.py,L1,M0
chainer/testing/backend.py,L1,M0
chainer/testing/function_link.py,L1,M0
chainer/testing/__init__.py,L1,M0
chainer/link_hooks/timer.py,L1,M1
chainer/link_hooks/weight_standardization.py,L1,M1
chainer/link_hooks/spectral_normalization.py,L1,M1
chainer/link_hooks/__init__.py,L1,M1
chainer/exporters/__init__.py,L1,M2
chainer/exporters/caffe.py,L1,M2
chainer/testing/doctest_helper.py,Isolated,/
chainer/testing/condition.py,Isolated,/
